354	 10	 58	 	 0.0	 0.0
355	 16	 19	 Santa Ana	 33.7494951	 -117.8732213
356	 96	 128486	 Anaheim, California	 33.8347516	 -117.911732
357	 12	 2802	 Atlanta	 33.7490987	 -84.3901849
358	 6	 512	 	 0.0	 0.0
359	 89	 97	 	 0.0	 0.0
360	 46	 138	 Burbank	 34.1816482	 -118.3258554
361	 9	 1267	 310Chambers	 0.0	 0.0
362	 27	 215	 Savannah, GA	 32.0835407	 -81.0998342
363	 47	 90	 	 0.0	 0.0
364	 8	 19	 802 808's	 0.0	 0.0
365	 29	 122	 Fresno	 36.7394421	 -119.7848307
366	 52	 840	 Pittsburgh	 40.4416941	 -79.9900861
367	 2	 8	 	 0.0	 0.0
368	 6	 84	 New York	 40.7306458	 -73.9866136
369	 6	 396	 Orange County CA	 33.7500378	 -117.8704931
370	 29	 1152	 Orange County	 33.7500378	 -117.8704931
371	 9	 571	 	 0.0	 0.0
372	 10	 1481	 Los Angeles, CA	 34.054935	 -118.244476
373	 1	 43	 	 0.0	 0.0
374	 2	 39	 Juice County	 15.5272839	 73.8259205
375	 14	 1995	 Pittsburgh ---\u003e LA 	 0.0	 0.0
376	 78	 1772	 London	 51.5073219	 -0.1276474
377	 23	 244	 Orange County, California	 33.9283346	 -117.9450578
378	 130	 11805	 South Jersey	 49.21230655	 -2.12559995964288
379	 8	 7227	 British Columbia	 55.001251	 -125.002441
380	 83	 39	 	 0.0	 0.0
381	 18	 327	 	 0.0	 0.0
382	 5	 257	 Chicago	 41.8755546	 -87.6244212
383	 133	 141699	 Here.	 43.8222157	 17.6896937
384	 336	 88477	 NYC	 40.7306458	 -73.9866136
385	 40	 4294	 Detroit	 42.3486635	 -83.0567375
386	 20	 5527	 Gardena, California	 33.888658	 -118.307648
